movieId,title,genres,overview
2706,American Pie (1999),"Comedy, Romance","comedy, romance, best comedy, Chris Klein, dumb, Jason Biggs, not funny, pizza beer, Seann William Scott, teen, 1999"
2710,"Blair Witch Project, The (1999)","Drama, Horror, Thriller","drama, horror, thriller, claims to be true, video, 1999"
2712,Eyes Wide Shut (1999),"Drama, Mystery, Thriller","drama, mystery, thriller, sexuality, 1999"
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),"Action, Comedy, Sci-Fi","action, comedy, sci-fi, ghosts, 1984"
2717,Ghostbusters II (1989),"Comedy, Fantasy, Sci-Fi","comedy, fantasy, sci-fi, Ghosts, 1989"
2722,Deep Blue Sea (1999),"Action, Horror, Sci-Fi, Thriller","action, horror, sci-fi, thriller, 1999"
2723,Mystery Men (1999),"Action, Comedy, Fantasy","action, comedy, fantasy, superhero, 1999"
2724,Runaway Bride (1999),"Comedy, Romance","comedy, romance, 1999"
2746,Little Shop of Horrors (1986),"Comedy, Horror, Musical","comedy, horror, musical, 1986"
2761,"Iron Giant, The (1999)","Adventure, Animation, Children, Drama, Sci-Fi","adventure, animation, children, drama, sci-fi, robots, animation, 1999"
2762,"Sixth Sense, The (1999)","Drama, Horror, Mystery","drama, horror, mystery, Atmospheric, Bruce Willis, ghosts, imdb top 250, mindfuck, stylized, twist ending, ghosts, I see dead people, 1999"
2763,"Thomas Crown Affair, The (1999)","Action, Mystery","action, mystery, 1999"
2770,Bowfinger (1999),Comedy,"comedy, 1999"
2788,Monty Python's And Now for Something Completely Different (1971),Comedy,"comedy, 1971"
2791,Airplane! (1980),Comedy,"comedy, aviation, spoof, 1980"
2795,National Lampoon's Vacation (1983),Comedy,"comedy, 1983"
2797,Big (1988),"Comedy, Drama, Fantasy, Romance","comedy, drama, fantasy, romance, children, 1988"
2804,"Christmas Story, A (1983)","Children, Comedy","children, comedy, Christmas, 1983"
2826,"13th Warrior, The (1999)","Action, Adventure, Fantasy","action, adventure, fantasy, 1999"
2858,American Beauty (1999),"Drama, Romance","drama, romance, 1999"
2871,Deliverance (1972),"Adventure, Drama, Thriller","adventure, drama, thriller, river, 1972"
2872,Excalibur (1981),"Adventure, Fantasy","adventure, fantasy, England, King Arthur, 1981"
2890,Three Kings (1999),"Action, Adventure, Comedy, Drama, War","action, adventure, comedy, drama, war, 1999"
2908,Boys Don't Cry (1999),Drama,"drama, 1999"
2915,Risky Business (1983),Comedy,"comedy, prostitution, 1983"
2916,Total Recall (1990),"Action, Adventure, Sci-Fi, Thriller","action, adventure, sci-fi, thriller, 1990"
2918,Ferris Bueller's Day Off (1986),Comedy,"comedy, High School, 1986"
2944,"Dirty Dozen, The (1967)","Action, Drama, War","action, drama, war, 1967"
2947,Goldfinger (1964),"Action, Adventure, Thriller","action, adventure, thriller, 1964"
2948,From Russia with Love (1963),"Action, Adventure, Thriller","action, adventure, thriller, 1963"
2949,Dr. No (1962),"Action, Adventure, Thriller","action, adventure, thriller, 1962"
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)","Action, Western","action, western, bad, 1964"
2953,Home Alone 2: Lost in New York (1992),"Children, Comedy","children, comedy, family, funny, Macaulay Culkin, sequel, 1992"
2959,Fight Club (1999),"Action, Crime, Drama, Thriller","action, crime, drama, thriller, dark comedy, psychology, thought-provoking, twist ending, dark comedy, violence, action, atmospheric, based on a book, Brad Pitt, challenging, Chuck Palahniuk, classic, clever, complicated, consumerism, crime, dark, dark comedy, David Fincher, disturbing, double life, Edward Norton, fighting, great acting, helena bonham carter, imaginary friend, imdb top 250, mental illness, mind-blowing, mindfuck, narrated, Nudity (Topless), Palahnuik, philosophical, philosophy, postmodern, powerful ending, psychological, psychological thriller, psychology, quirky, satirical, schizophrenia, social commentary, societal criticism, stylized, surreal, TERRORISM, thought-provoking, twist, twist ending, violence, violent, 1999"
2968,Time Bandits (1981),"Adventure, Comedy, Fantasy, Sci-Fi","adventure, comedy, fantasy, sci-fi, time travel, 1981"
2985,RoboCop (1987),"Action, Crime, Drama, Sci-Fi, Thriller","action, crime, drama, sci-fi, thriller, 1987"
2986,RoboCop 2 (1990),"Action, Crime, Sci-Fi, Thriller","action, crime, sci-fi, thriller, 1990"
2987,Who Framed Roger Rabbit? (1988),"Adventure, Animation, Children, Comedy, Crime, Fantasy, Mystery","adventure, animation, children, comedy, crime, fantasy, mystery, live action/animation, 1988"
2997,Being John Malkovich (1999),"Comedy, Drama, Fantasy","comedy, drama, fantasy, 1999"
3000,Princess Mononoke (Mononoke-hime) (1997),"Action, Adventure, Animation, Drama, Fantasy","action, adventure, animation, drama, fantasy, anime, adventure, atmospheric, fantasy world, Studio Ghibli, surreal, 1997"
3005,"Bone Collector, The (1999)",Thriller,"thriller, 1999"
3006,"Insider, The (1999)","Drama, Thriller","drama, thriller, tobacco, true story, 1999"
3033,Spaceballs (1987),"Comedy, Sci-Fi","comedy, sci-fi, 1987"
3034,Robin Hood (1973),"Adventure, Animation, Children, Comedy, Musical","adventure, animation, children, comedy, musical, 1973"
3039,Trading Places (1983),Comedy,"comedy, class, Dan Aykroyd, 1983"
3052,Dogma (1999),"Adventure, Comedy, Fantasy","adventure, comedy, fantasy, irreverent, jay and silent bob, Kevin Smith, satire, religion, 1999"
3072,Moonstruck (1987),"Comedy, Romance","comedy, romance, New York, 1987"
3081,Sleepy Hollow (1999),"Fantasy, Horror, Mystery, Romance","fantasy, horror, mystery, romance, Ichabod Crane, 1999"
3082,"World Is Not Enough, The (1999)","Action, Adventure, Thriller","action, adventure, thriller, 1999"
3101,Fatal Attraction (1987),"Drama, Thriller","drama, thriller, adultery, 1987"
3108,"Fisher King, The (1991)","Comedy, Drama, Fantasy, Romance","comedy, drama, fantasy, romance, homeless, 1991"
3114,Toy Story 2 (1999),"Adventure, Animation, Children, Comedy, Fantasy","adventure, animation, children, comedy, fantasy, animation, Disney, funny, original, Pixar, sequel, Tom Hanks, Pixar, 1999"
3147,"Green Mile, The (1999)","Crime, Drama","crime, drama, Stephen King, 1999"
3148,"Cider House Rules, The (1999)",Drama,"drama, 1999"
3160,Magnolia (1999),Drama,"drama, L.A., 1999"
3168,Easy Rider (1969),"Adventure, Drama","adventure, drama, 1969"
3174,Man on the Moon (1999),"Comedy, Drama","comedy, drama, Andy Kaufman, 1999"
3175,Galaxy Quest (1999),"Adventure, Comedy, Sci-Fi","adventure, comedy, sci-fi, spoof, 1999"
3176,"Talented Mr. Ripley, The (1999)","Drama, Mystery, Thriller","drama, mystery, thriller, based on a book, creepy, disturbing, Jude Law, murder, obsession, psychology, secrets, serial killer, suspense, Europe, murder, 1999"
3186,"Girl, Interrupted (1999)",Drama,"drama, asylum, based on a true story, Brittany Murphy, Mental Hospital, psychology, winona ryder, 1999"
3210,Fast Times at Ridgemont High (1982),"Comedy, Drama, Romance","comedy, drama, romance, high school, 1982"
3247,Sister Act (1992),"Comedy, Crime","comedy, crime, nuns, 1992"
3252,Scent of a Woman (1992),Drama,"drama, 1992"
3253,Wayne's World (1992),Comedy,"comedy, 1992"
3254,Wayne's World 2 (1993),Comedy,"comedy, 1993"
3255,"League of Their Own, A (1992)","Comedy, Drama","comedy, drama, 1992"
3256,Patriot Games (1992),"Action, Crime, Drama, Thriller","action, crime, drama, thriller, 1992"
3257,"Bodyguard, The (1992)","Drama, Romance, Thriller","drama, romance, thriller, 1992"
3264,Buffy the Vampire Slayer (1992),"Action, Comedy, Horror","action, comedy, horror, 1992"
3269,Forever Young (1992),"Drama, Romance, Sci-Fi","drama, romance, sci-fi, 1992"
3273,Scream 3 (2000),"Comedy, Horror, Mystery, Thriller","comedy, horror, mystery, thriller, slasher, spoof, 2000"
3275,"Boondock Saints, The (2000)","Action, Crime, Drama, Thriller","action, crime, drama, thriller, 2000"
3285,"Beach, The (2000)","Adventure, Drama","adventure, drama, 2000"
3300,Pitch Black (2000),"Horror, Sci-Fi, Thriller","horror, sci-fi, thriller, 2000"
3301,"Whole Nine Yards, The (2000)","Comedy, Crime","comedy, crime, 2000"
3361,Bull Durham (1988),"Comedy, Drama, Romance","comedy, drama, romance, 1988"
3362,Dog Day Afternoon (1975),"Crime, Drama","crime, drama, 1975"
3363,American Graffiti (1973),"Comedy, Drama","comedy, drama, 1973"
3386,JFK (1991),"Drama, Mystery, Thriller","drama, mystery, thriller, politics, president, 1991"
3396,"Muppet Movie, The (1979)","Adventure, Children, Comedy, Musical","adventure, children, comedy, musical, 1979"
3408,Erin Brockovich (2000),Drama,"drama, scandal, true story, 2000"
3409,Final Destination (2000),"Drama, Thriller","drama, thriller, 2000"
3418,Thelma & Louise (1991),"Adventure, Crime, Drama","adventure, crime, drama, 1991"
3421,Animal House (1978),Comedy,"comedy, college, TOGA, 1978"
3424,Do the Right Thing (1989),Drama,"drama, racism, great cinematography, 1989"
3438,Teenage Mutant Ninja Turtles (1990),"Action, Children, Comedy, Fantasy, Sci-Fi","action, children, comedy, fantasy, sci-fi, 1990"
3448,"Good Morning, Vietnam (1987)","Comedy, Drama, War","comedy, drama, war, 1987"
3450,Grumpy Old Men (1993),Comedy,"comedy, 1993"
3462,Modern Times (1936),"Comedy, Drama, Romance","comedy, drama, romance, factory, 1936"
3471,Close Encounters of the Third Kind (1977),"Adventure, Drama, Sci-Fi","adventure, drama, sci-fi, 1977"
3476,Jacob's Ladder (1990),"Horror, Mystery","horror, mystery, 1990"
3481,High Fidelity (2000),"Comedy, Drama, Romance","comedy, drama, romance, music, Nick Hornby, 2000"
3489,Hook (1991),"Adventure, Comedy, Fantasy","adventure, comedy, fantasy, Peter Pan, 1991"
3499,Misery (1990),"Drama, Horror, Thriller","drama, horror, thriller, claustrophobic, horror, scary, stephen king, suspenseful, tense, thriller, 1990"
3510,Frequency (2000),"Drama, Thriller","drama, thriller, 2000"
3527,Predator (1987),"Action, Sci-Fi, Thriller","action, sci-fi, thriller, aliens, sci-fi, scifi cult, aliens, Arnold Schwarzenegger, dialogue, guns, Jesse Ventura, macho, sci-fi, scifi cult, 1987"
3534,28 Days (2000),Drama,"drama, 2000"
3535,American Psycho (2000),"Crime, Horror, Mystery, Thriller","crime, horror, mystery, thriller, 2000"
3552,Caddyshack (1980),Comedy,"comedy, golf, 1980"
3555,U-571 (2000),"Action, Thriller, War","action, thriller, war, 2000"
3556,"Virgin Suicides, The (1999)","Drama, Romance","drama, romance, sofia coppola, 1970s, suicide, 1999"
3578,Gladiator (2000),"Action, Adventure, Drama","action, adventure, drama, ancient Rome, Epic, history, imdb top 250, revenge, Rome, Russell Crowe, Romans, 2000"
3608,Pee-wee's Big Adventure (1985),"Adventure, Comedy","adventure, comedy, Pee Wee Herman, 1985"
3617,Road Trip (2000),Comedy,"comedy, 2000"
3623,Mission: Impossible II (2000),"Action, Adventure, Thriller","action, adventure, thriller, 2000"
3624,Shanghai Noon (2000),"Action, Adventure, Comedy, Western","action, adventure, comedy, western, 2000"
3638,Moonraker (1979),"Action, Adventure, Sci-Fi, Thriller","action, adventure, sci-fi, thriller, 1979"
3671,Blazing Saddles (1974),"Comedy, Western","comedy, western, dark humor, easygoing, silly, 1974"
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),"Action, Drama, Thriller, Western","action, drama, thriller, western, 1965"
3698,"Running Man, The (1987)","Action, Sci-Fi","action, sci-fi, 1987"
3702,Mad Max (1979),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, 1979"
3703,"Road Warrior, The (Mad Max 2) (1981)","Action, Adventure, Sci-Fi, Thriller","action, adventure, sci-fi, thriller, 1981"
3717,Gone in 60 Seconds (2000),"Action, Crime","action, crime, 2000"
3740,Big Trouble in Little China (1986),"Action, Adventure, Comedy, Fantasy","action, adventure, comedy, fantasy, 1986"
3745,Titan A.E. (2000),"Action, Adventure, Animation, Children, Sci-Fi","action, adventure, animation, children, sci-fi, 2000"
3751,Chicken Run (2000),"Animation, Children, Comedy","animation, children, comedy, 2000"
3752,"Me, Myself & Irene (2000)","Adventure, Comedy","adventure, comedy, 2000"
3753,"Patriot, The (2000)","Action, Drama, War","action, drama, war, 2000"
3755,"Perfect Storm, The (2000)","Drama, Thriller","drama, thriller, 2000"
3785,Scary Movie (2000),"Comedy, Horror","comedy, horror, 2000"
3793,X-Men (2000),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, action, comic book, hugh jackman, marvel, superhero, superhero, 2000"
3798,What Lies Beneath (2000),"Drama, Horror, Mystery","drama, horror, mystery, 2000"
3809,What About Bob? (1991),Comedy,"comedy, 1991"
3825,Coyote Ugly (2000),"Comedy, Drama, Romance","comedy, drama, romance, 2000"
3826,Hollow Man (2000),"Horror, Sci-Fi, Thriller","horror, sci-fi, thriller, 2000"
3863,"Cell, The (2000)","Drama, Horror, Thriller","drama, horror, thriller, 2000"
3868,"Naked Gun: From the Files of Police Squad!, The (1988)","Action, Comedy, Crime, Romance","action, comedy, crime, romance, 1988"
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,"comedy, 1991"
3882,Bring It On (2000),Comedy,"comedy, 2000"
3897,Almost Famous (2000),Drama,"drama, music, journalism, music, Rolling Stone, 2000"
3911,Best in Show (2000),Comedy,"comedy, satire, Dogs, 2000"
3916,Remember the Titans (2000),Drama,"drama, 2000"
3948,Meet the Parents (2000),Comedy,"comedy, comedy, Robert De Niro, 2000"
3949,Requiem for a Dream (2000),Drama,"drama, drug abuse, depressing, psychology, 2000"
3967,Billy Elliot (2000),Drama,"drama, ballet, 2000"
3968,Bedazzled (2000),Comedy,"comedy, 2000"
3969,Pay It Forward (2000),Drama,"drama, 2000"
3977,Charlie's Angels (2000),"Action, Comedy","action, comedy, 2000"
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),"Children, Comedy, Fantasy","children, comedy, fantasy, Dr. Seuss, 2000"
3994,Unbreakable (2000),"Drama, Sci-Fi","drama, sci-fi, superhero, atmospheric, comics, father-son relationship, mindfuck, unique, atmospheric, somber, 2000"
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)","Action, Drama, Romance","action, drama, romance, china, martial arts, 2000"
4002,"Planes, Trains & Automobiles (1987)",Comedy,"comedy, 1987"
4011,Snatch (2000),"Comedy, Crime, Thriller","comedy, crime, thriller, 2000"
4014,Chocolat (2000),"Drama, Romance","drama, romance, 2000"
4015,"Dude, Where's My Car? (2000)","Comedy, Sci-Fi","comedy, sci-fi, bad, 2000"
4016,"Emperor's New Groove, The (2000)","Adventure, Animation, Children, Comedy, Fantasy","adventure, animation, children, comedy, fantasy, 2000"
4018,What Women Want (2000),"Comedy, Romance","comedy, romance, 2000"
4019,Finding Forrester (2000),Drama,"drama, writing, 2000"
4022,Cast Away (2000),Drama,"drama, 2000"
4025,Miss Congeniality (2000),"Comedy, Crime","comedy, crime, pageant, 2000"
4027,"O Brother, Where Art Thou? (2000)","Adventure, Comedy, Crime","adventure, comedy, crime, bluegrass, 2000"
4034,Traffic (2000),"Crime, Drama, Thriller","crime, drama, thriller, drugs, based on a TV show, 2000"
4085,Beverly Hills Cop (1984),"Action, Comedy, Crime, Drama","action, comedy, crime, drama, 1984"
4128,"Lost Boys, The (1987)","Comedy, Horror, Thriller","comedy, horror, thriller, 1987"
4148,Hannibal (2001),"Horror, Thriller","horror, thriller, 2001"
4223,Enemy at the Gates (2001),"Drama, War","drama, war, Ed Harris, Jude Law, Rachel Weisz, sniper, World War II, 2001"
4226,Memento (2000),"Mystery, Thriller","mystery, thriller, dark, Mindfuck, nonlinear, psychology, twist ending, mystery, psychological, twist ending, Backwards. memory, mystery, twist ending, cerebral, dreamlike, 2000"
4232,Spy Kids (2001),"Action, Adventure, Children, Comedy","action, adventure, children, comedy, spying, 2001"
4239,Blow (2001),"Crime, Drama","crime, drama, 2001"
4246,Bridget Jones's Diary (2001),"Comedy, Drama, Romance","comedy, drama, romance, singletons, 2001"
4262,Scarface (1983),"Action, Crime, Drama","action, crime, drama, Al Pacino, 1983"
4270,"Mummy Returns, The (2001)","Action, Adventure, Comedy, Thriller","action, adventure, comedy, thriller, 2001"
4299,"Knight's Tale, A (2001)","Action, Comedy, Romance","action, comedy, romance, 2001"
4306,Shrek (2001),"Adventure, Animation, Children, Comedy, Fantasy, Romance","adventure, animation, children, comedy, fantasy, romance, fairy tales, 2001"
4308,Moulin Rouge (2001),"Drama, Musical, Romance","drama, musical, romance, 2001"
4310,Pearl Harbor (2001),"Action, Drama, Romance, War","action, drama, romance, war, 2001"
4321,City Slickers (1991),"Comedy, Western","comedy, western, 1991"
4343,Evolution (2001),"Comedy, Sci-Fi","comedy, sci-fi, really bad, Seann William Scott, 2001"
4344,Swordfish (2001),"Action, Crime, Drama","action, crime, drama, 2001"
4361,Tootsie (1982),"Comedy, Romance","comedy, romance, men in drag, 1982"
4367,Lara Croft: Tomb Raider (2001),"Action, Adventure","action, adventure, 2001"
4369,"Fast and the Furious, The (2001)","Action, Crime, Thriller","action, crime, thriller, 2001"
4370,A.I. Artificial Intelligence (2001),"Adventure, Drama, Sci-Fi","adventure, drama, sci-fi, android(s)/cyborg(s), artificial intelligence, Bittersweet, Steven Spielberg, robots, 2001"
4388,Scary Movie 2 (2001),Comedy,"comedy, 2001"
4446,Final Fantasy: The Spirits Within (2001),"Adventure, Animation, Fantasy, Sci-Fi","adventure, animation, fantasy, sci-fi, sci-fi, 2001"
4447,Legally Blonde (2001),"Comedy, Romance","comedy, romance, lawyers, 2001"
4571,Bill & Ted's Excellent Adventure (1989),"Adventure, Comedy, Sci-Fi","adventure, comedy, sci-fi, time travel, 1989"
4638,Jurassic Park III (2001),"Action, Adventure, Sci-Fi, Thriller","action, adventure, sci-fi, thriller, dinosaurs, 2001"
4641,Ghost World (2001),"Comedy, Drama","comedy, drama, adolescence, 2001"
4643,Planet of the Apes (2001),"Action, Adventure, Drama, Sci-Fi","action, adventure, drama, sci-fi, 2001"
4700,"Princess Diaries, The (2001)","Children, Comedy, Romance","children, comedy, romance, 2001"
4701,Rush Hour 2 (2001),"Action, Comedy","action, comedy, 2001"
4718,American Pie 2 (2001),Comedy,"comedy, 2001"
4720,"Others, The (2001)","Drama, Horror, Mystery, Thriller","drama, horror, mystery, thriller, 2001"
4734,Jay and Silent Bob Strike Back (2001),"Adventure, Comedy","adventure, comedy, 2001"
4776,Training Day (2001),"Crime, Drama, Thriller","crime, drama, thriller, 2001"
4816,Zoolander (2001),Comedy,"comedy, ben stiller, comedy, David Bowie, goofy, mindless one liners, Will Ferrell, 2001"
4823,Serendipity (2001),"Comedy, Romance","comedy, romance, wedding, 2001"
4848,Mulholland Drive (2001),"Crime, Drama, Film-Noir, Mystery, Thriller","crime, drama, film-noir, mystery, thriller, 2001"
4874,K-PAX (2001),"Drama, Fantasy, Mystery, Sci-Fi","drama, fantasy, mystery, sci-fi, aliens, psychiatrist, 2001"
4878,Donnie Darko (2001),"Drama, Mystery, Sci-Fi, Thriller","drama, mystery, sci-fi, thriller, atmospheric, cult film, dreamlike, hallucinatory, psychological, surreal, time travel, jake gyllenhaal, time travel, dreamlike, hallucinatory, mental illness, psychology, social commentary, teen, thought-provoking, atmospheric, cerebral, dreamlike, enigmatic, hallucinatory, mental illness, mindfuck, philosophy, psychological, quirky, surreal, thought-provoking, weird, 2001"
4886,"Monsters, Inc. (2001)","Adventure, Animation, Children, Comedy, Fantasy","adventure, animation, children, comedy, fantasy, 2001"
4890,Shallow Hal (2001),"Comedy, Fantasy, Romance","comedy, fantasy, romance, 2001"
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),"Adventure, Children, Fantasy","adventure, children, fantasy, Everything you want is here, alan rickman, harry potter, humorous, Magic, Magic, Wizards, 2001"
4901,Spy Game (2001),"Action, Crime, Drama, Thriller","action, crime, drama, thriller, 2001"
4963,Ocean's Eleven (2001),"Crime, Thriller","crime, thriller, heist, 2001"
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","Comedy, Romance","comedy, romance, whimsical, 2001"
4975,Vanilla Sky (2001),"Mystery, Romance, Sci-Fi, Thriller","mystery, romance, sci-fi, thriller, 2001"
4979,"Royal Tenenbaums, The (2001)","Comedy, Drama","comedy, drama, new york, 2001"
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)","Adventure, Fantasy","adventure, fantasy, fantasy, high fantasy, Magic, mythology, tolkien, wizards, Tolkein, 2001"
4995,"Beautiful Mind, A (2001)","Drama, Romance","drama, romance, mathematics, 2001"
5010,Black Hawk Down (2001),"Action, Drama, War","action, drama, war, 2001"
5013,Gosford Park (2001),"Comedy, Drama, Mystery","comedy, drama, mystery, 2001"
5060,M*A*S*H (a.k.a. MASH) (1970),"Comedy, Drama, War","comedy, drama, war, 1970"
5064,The Count of Monte Cristo (2002),"Action, Adventure, Drama, Thriller","action, adventure, drama, thriller, Dumas, revenge, remake, 2002"
5218,Ice Age (2002),"Adventure, Animation, Children, Comedy","adventure, animation, children, comedy, 2002"
5219,Resident Evil (2002),"Action, Horror, Sci-Fi, Thriller","action, horror, sci-fi, thriller, 2002"
5254,Blade II (2002),"Action, Horror, Thriller","action, horror, thriller, Great movie, Wesley Snipes, 2002"
5266,Panic Room (2002),Thriller,"thriller, crime, 2002"
5299,My Big Fat Greek Wedding (2002),"Comedy, Romance","comedy, romance, 2002"
5349,Spider-Man (2002),"Action, Adventure, Sci-Fi, Thriller","action, adventure, sci-fi, thriller, superhero, 2002"
5377,About a Boy (2002),"Comedy, Drama, Romance","comedy, drama, romance, Nick Hornby, 2002"
5378,Star Wars: Episode II - Attack of the Clones (2002),"Action, Adventure, Sci-Fi, IMAX","action, adventure, sci-fi, imax, 2002"
5388,Insomnia (2002),"Action, Crime, Drama, Mystery, Thriller","action, crime, drama, mystery, thriller, Al Pacino, atmospheric, Hilary Swank, Robin Williams, atmospheric, insomnia, thought-provoking, 2002"
5418,"Bourne Identity, The (2002)","Action, Mystery, Thriller","action, mystery, thriller, 2002"
5444,Lilo & Stitch (2002),"Adventure, Animation, Children, Sci-Fi","adventure, animation, children, sci-fi, 2002"
5445,Minority Report (2002),"Action, Crime, Mystery, Sci-Fi, Thriller","action, crime, mystery, sci-fi, thriller, future, 2002"
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),"Action, Comedy, Sci-Fi","action, comedy, sci-fi, crappy sequel, first was much better, sequel, 2002"
5464,Road to Perdition (2002),"Crime, Drama","crime, drama, cinematography, Tom Hanks, 2002"
5481,Austin Powers in Goldmember (2002),Comedy,"comedy, 2002"
5502,Signs (2002),"Horror, Sci-Fi, Thriller","horror, sci-fi, thriller, aliens, 2002"
5574,"Transporter, The (2002)","Action, Crime","action, crime, 2002"
5617,Secretary (2002),"Comedy, Drama, Romance","comedy, drama, romance, 2002"
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),"Adventure, Animation, Fantasy","adventure, animation, fantasy, anime, 2001"
5620,Sweet Home Alabama (2002),"Comedy, Romance","comedy, romance, 2002"
5630,Red Dragon (2002),"Crime, Mystery, Thriller","crime, mystery, thriller, Hannibal Lecter, 2002"
5669,Bowling for Columbine (2002),Documentary,"documentary, violence in america, 2002"
5673,Punch-Drunk Love (2002),"Comedy, Drama, Romance","comedy, drama, romance, pudding, anger, awkward, bittersweet, hallucinatory, quirky, sad, surreal, symbolism, tense, unconventional, unique, wistful, 2002"
5679,"Ring, The (2002)","Horror, Mystery, Thriller","horror, mystery, thriller, 2002"
5810,8 Mile (2002),Drama,"drama, 2002"
5816,Harry Potter and the Chamber of Secrets (2002),"Adventure, Fantasy","adventure, fantasy, Magic, Wizards, 2002"
5872,Die Another Day (2002),"Action, Adventure, Thriller","action, adventure, thriller, 2002"
5902,Adaptation (2002),"Comedy, Drama, Romance","comedy, drama, romance, 2002"
5903,Equilibrium (2002),"Action, Sci-Fi, Thriller","action, sci-fi, thriller, 2002"
5945,About Schmidt (2002),"Comedy, Drama","comedy, drama, 2002"
5952,"Lord of the Rings: The Two Towers, The (2002)","Adventure, Fantasy","adventure, fantasy, Myth, Tolkein, 2002"
5956,Gangs of New York (2002),"Crime, Drama","crime, drama, 2002"
5971,My Neighbor Totoro (Tonari no Totoro) (1988),"Animation, Children, Drama, Fantasy","animation, children, drama, fantasy, anime, 1988"
5989,Catch Me If You Can (2002),"Crime, Drama","crime, drama, crime, cheating, intelligent, Leonardo DiCaprio, lies, smart, Tom Hanks, twists & turns, 2002"
5991,Chicago (2002),"Comedy, Crime, Drama, Musical","comedy, crime, drama, musical, court, jazz, murder, 2002"
5995,"Pianist, The (2002)","Drama, War","drama, war, holocaust, true story, Holocaust, 2002"
6016,City of God (Cidade de Deus) (2002),"Action, Adventure, Crime, Drama, Thriller","action, adventure, crime, drama, thriller, multiple storylines, true story, crime, photography, violence, not seen, 2002"
6155,How to Lose a Guy in 10 Days (2003),"Comedy, Romance","comedy, romance, 2003"
6157,Daredevil (2003),"Action, Crime","action, crime, bad, Ben Affleck, 2003"
6188,Old School (2003),Comedy,"comedy, comedy, Will Ferrell, 2003"
6218,Bend It Like Beckham (2002),"Comedy, Drama, Romance","comedy, drama, romance, soccer, 2002"
6281,Phone Booth (2002),"Drama, Thriller","drama, thriller, crime, 2002"
6287,Anger Management (2003),Comedy,"comedy, 2003"
6333,X2: X-Men United (2003),"Action, Adventure, Sci-Fi, Thriller","action, adventure, sci-fi, thriller, Jean Grey, Magneto, Rogue, superhero, Wolverine, 2003"
6365,"Matrix Reloaded, The (2003)","Action, Adventure, Sci-Fi, Thriller, IMAX","action, adventure, sci-fi, thriller, imax, 2003"
6373,Bruce Almighty (2003),"Comedy, Drama, Fantasy, Romance","comedy, drama, fantasy, romance, religion, classic, 2003"
6377,Finding Nemo (2003),"Adventure, Animation, Children, Comedy","adventure, animation, children, comedy, Disney, fish, heartwarming, 2003"
6378,"Italian Job, The (2003)","Action, Crime","action, crime, heist, 2003"
6502,28 Days Later (2002),"Action, Horror, Sci-Fi","action, horror, sci-fi, zombies, zombies, 2002"
6503,Charlie's Angels: Full Throttle (2003),"Action, Adventure, Comedy, Crime, Thriller","action, adventure, comedy, crime, thriller, 2003"
6534,Hulk (2003),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, dogs, Eric Bana, mad scientist, marvel, 2003"
6537,Terminator 3: Rise of the Machines (2003),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, 2003"
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),"Action, Adventure, Comedy, Fantasy","action, adventure, comedy, fantasy, swashbuckler, 2003"
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)","Action, Fantasy, Sci-Fi","action, fantasy, sci-fi, captain nemo, comic book, gothic, Peta Wilson, Sean Connery, superhero, 2003"
6708,Matchstick Men (2003),"Comedy, Crime, Drama","comedy, crime, drama, con men, fatherhood, 2003"
6711,Lost in Translation (2003),"Comedy, Drama, Romance","comedy, drama, romance, atmospheric, Japan, 2003"
6754,Underworld (2003),"Action, Fantasy, Horror","action, fantasy, horror, 2003"
6787,All the President's Men (1976),"Drama, Thriller","drama, thriller, journalism, Watergate, Deep Throat, 1976"
6807,Monty Python's The Meaning of Life (1983),Comedy,"comedy, british comedy, 1983"
6863,School of Rock (2003),"Comedy, Musical","comedy, musical, school, 2003"
6870,Mystic River (2003),"Crime, Drama, Mystery","crime, drama, mystery, child abuse, kidnapping, 2003"
6874,Kill Bill: Vol. 1 (2003),"Action, Crime, Thriller","action, crime, thriller, martial arts, revenge, 2003"
6934,"Matrix Revolutions, The (2003)","Action, Adventure, Sci-Fi, Thriller, IMAX","action, adventure, sci-fi, thriller, imax, 2003"
6936,Elf (2003),"Children, Comedy, Fantasy","children, comedy, fantasy, christmas, 2003"
6942,Love Actually (2003),"Comedy, Drama, Romance","comedy, drama, romance, 2003"
